content,score
"tolong buat tiktok diperbaiki lagi soalnya setiap kali masuk di tik tok hanya logo nya doang gak bisa masuk , kalau mau masuk harus hapus dlu habis itu download lagi jadi capek buka keluar play store jadi tolong tik tok diperbaiki lagi",2
Tiktok emang seru.. Tapi kalo saya bikin konten kenapa gk fyp.. Selalu di feedback.. Katanya pelanggaran komunitas padahal banyak konten yang sama kayak yang saya posting.. Tolong perbaiki hal ini.. Soal nya saya juga pengen fyp kayak orang lain,3
"Aplikasi nya sudah bagus dan menarik lagi😊🥰😍tapi, ada masalah dari jaringan di tiktok nya🥹🥺 Kenapa: ""pas jaringan ngelag tiba tiba Keluar sendiri gitu🥺🥹😔 kalau, aplikasi lain sih gak kayak gitu, tetap normal aja"" 😔🥹🥺mohon di perbaiki masalah nya🥹😔🥺",3
Tiktok bisa memunculkan video atau mencari resep tapi saya ingin memberitahu kalo akhir akhir ini tiktok saya lag cuman logo nya yang muncul tidak langsung masuk saat saya ingin keluar dari tiktok hp saya jadi ke reset tolong di perbaiki atau mb nya dikurangi ya saat saya ingin bermain game jadi terganggu oleh lag parah yang ditimbulkan ya tolong di perbaiki,4
"Apa katanya udah di perbaiki bug nya tetep aja bolak balik download terus banyak blgnya tolong di perbaiki lagi bagus sih bagus tapi bugnya itu loh risih bngt, diperbaiki lagi dong jangan omong doang di liat lagi chek lagi, kita cape bolak balik download, aplikasi kok update terus ae, bolak balik lag donwload tolong dong di perbaiki lagi",1
"Suka banget stuck di logo gatau kenapa, jadi setiap hari harus di uninstal terus download lagi, udah 1 bulan saya ngalamin itu. Mohon secepatnya diperbaiki tiktoknya karena itu sangat mengganggu saya menggunakan aplikasi tiktok terimakasih. Tapi biasanya bisa digunakan palingan sekitar 3harian lancarnya besoknya langsung stuck lagi.",4
"Mohon pihak developer untuk segera memperbaiki bug yang sangat menggangu ini, hampir mayoritas pengguna mengalami hal serupa yaitu stuck video tidak berputar dan stuck di logo tiktok tidak bisa dibuka, ini sangat menggangu apalagi sebagai penjual, mohon pihak developer agar segera memperbaiki",1
"Tik tok makin kesini makin kesana bug nya ngeselin bgt masa pas buka apknya ngestuck di logonya doang mana HP nya juga ikutan lag, back sendiri, dan harus restart ulang. TOLONG DIPERBAIKI LAGI!!!",2
"Kenapa ya hbs update mlah pas buka yang kluar cuma logo tiktok , tak tungguin smpe lama tetep aja , dan hbs itu hp mlah jd ngfrezee dan macet"" trus tlng donk d perbaiki bagi apk tiktok , kmrn"" dah bagus skrng mlah ancur pdhl memori hp msh ckup banyak ,",2
"Sekarang tiktok makin lama makin buruk, ngebug terus tiba tiba keluar sendiri, mau masuk lagi gabisa, harus di uninstall dulu baru bisa, masa gw harus instal apk ini seminggu sekali si heran banget",1
"bintang 2 aj dlu, soalnya tiktok akhir"" ini bkin hp gue lag dan parahnya lgi tu kalo mau buka ke apk nya kek susah gtu njirr, dan cuma muncul logonya aj, trus abis tuu langsung lag gabisa dipencet tu layarr hp nya, dan btuh wktu beberapa lama dlu baru bisa, itu pun harus mati daya dulu hp gue njirr, entah lah tiktok skrg ko gtu yaa, perbaiki lagi ya tokk tiktok, bnyak juga tu ulasan yg ngrasain kek aku gini, tolong ya perbaiki bug nya, bkin hp jdi panas klo pas lag kya gtu. tlong bgt perbaiki!",2
"Plis capek sama tiktok, kenapa ya setiap buka tiktok yg muncul logonya terus, di tunggu sampe Berjam jam tetap aja, padhal jaringan lancar banget, udah beberapa kali saya uninstall lalu install, gitu gitu terus, Capek woy lah",1
"Kenapa tiktok akhir- akhir ini susah masuk,, tdk bisa dibuka sama sekali 😞pdhl dari dulu aq suka aplikasi ini,,sudah aq update tp tetap aja ga bisa kebuka,, aq kecewa sama pihak tiktok🥺tolong dong diperbaiki dong,, soalnya followers ku sdh bnyk,, masa dimulai dari nol lagi😌😌aq kasih bintang 1 dulu,, kl sdh bagus dn sdh diperbaiki,, aq kasih bintang 5...",1
"setelah update malah jadi sering ngecrash. katanya perbaikan bug? perbaikan apanya?? malah jadi sering ngecrash. makin ke sini bukannya makin bagus, malah makin sering ngecrash. padahal sebelum-sebelumnya juga gak pernah ngecrash. setelah ramai penggunanya bukannya di fix, malah makin parah. apanya bug fix? makin ngecrash iye. buruan di benerin.",2
"Suka ngebug,kadang ga bisa di buka jadi hrs uninstall dulu baru bisa di buka,itu bahkan belum tentu bisa di buka lagi,kadang kluar sendiri,ini bikin hp ku ngeleg parah..tolong diperbaiki.",1
"Woy ini ko makin kesini makin banyak bug nya, saya ga sengaja skip video, trus gabisa di liat lagi, malah tiba tiba refresh sendiri, apk cacat",1
tiktok akhir akhir ini ngelag terus waktu saya buka apk nya cuma stop di logo aja kadang keluar secara tiba tiba nguras kesabaran bgttt sih inii tolonggg perbaiki secepatnya min!!!! padahal memo saya tidak penuh penuh bgtt saya install uninstall tetap aja gitu gjls bgt tolongg bgtt min perbaikin😓,1
"aneh bgt kl keluar applikasi pas masuk ulg gabisa, eror mulu. mana pas masuk loadingnya lama lgi cmn ada logo tiktok doang. di benerin dong jngn cuma banyakin update doang, yg lain jg sengsara pastinya. mana nguras batre mulu lagi. tolong kl di rating bgni tuh di liat napa, gua smpe hrus hapus app nya trus download ulang, mana pas download ulg kdng msi eror lg. benerin tuh bug nya, masa gbisa sih? aneh",2
suka sama vd² nya tapi sayang tiktok aku sekarang klo ga di pake lama lngsung lag dan harus download ulang lagii.. buat tiktok tolong perbarui bagian yg lag sprt itu.. karna draft sy banyak jdi ke hapus gara gara harus uninstall tiktok lagi,3
"Kenapa sejak terakhir tanggal 16 januari 2025 sampai sekarang aku ga bisa check in bonus dan koin/poin jg tidak berputar lagi pada saat nonton video, padahal tiktok sdh ak update dan hapus chache tp tetap ga berubah. Tolong minta solusinya bantuannya, makasih",2
"pas mau buka tiktok tiba' tiktok ny gabisa di buka trus pas udah ada logo tiktok nya lama bgt ga masuk' ke beranda, trus saya coba hapus terus download lagi akhirnya bisa tapi kok makin sering ya seperti itu hampir setiap hari, jadi saya setiap mau liat tiktok harus download ulang dulu. tolong ya tiktok di perbaiki",2
"Udah bagus sebenarnya sih apk ini .. but... Kenapa setiap mau pakai apk ini, Selalu Ada notif dari play store, kalau lagi download fitur tik tok, nahh..fitur tik tok udh ke download baru bisa di pakai apk nya, tolong banget ini tik tok knp ya?",3
"tolong dong tiktok diperbaiki aplikasinya, akhir² ini saya mau buka tiktok cuma stuck dilogonya aja ga bisa sampai masuk untuk lihat² videonya, Uda berulang x saya coba uninstall dan install ulang tapi tetap begitu terus bahkan kadang sampai tidak bisa ditekan aplikasinya",1
"woy tolong di perbaiki lagi tiktok nya,soalnya suka ga bisa masuk kadang juga harus di uninstal terus download lagi baru bisa masuk, menurut saya ini bag yang paling nyebelin,tolong ya di perbaiki lagi,dulu-dulu ga kayak gini soalnya 🙏🙏",4
"Masih sama permasalahanny, masa tiap mau buka tiktok selalu lemot banget, selalu muncul logo doang. Dan harus terus terusan install ulang. Tolong diperbaiki deh tiktok.",1
"sering ngebug,dan sering membuat hp panas filter tiktok yang sedikit membuat kurang menarik tolong tambahkan filter lebih banyak terima kasih sudah membuat apk seperti tiktok ini yang mudah dan bagus",3
"Sangat suka sekali, karena dengan aplikasi titok kita bisa bejualan secara online, dan mudah juga kita memesan barang yg kita butuhkan. Kcuali itu kita banyak mendapatkan jutaan pengalaman, dan banyak teman , saudara. Trimakasih tiktok 🙏🙏🙏",5
"Fitur promosinya sangat jelek. Musiknya keganti sendiri 😭 videonya juga ga bisa dihapus, mana musiknya ga pas banget sama videonya. Sumpah saya nyesel nyoba fitur promosi",1
"Di halaman utama, udh klik ""tidak suka"" tetap aja muncul, sekali yang Video di sukai, malah jarang muncul, hampir gila aku, di spam video yang gak Ku sukai, ada solusinya gak si?...",3
Bagus tapi kadang kalo habis main game gitu tik tok nya gk bisa di buka bisa di buka tapi cuman tulisan tik tok terus jadi harus uninstall dulu baru di download ulang jadi akun tik tok hilang padahal udah capek capek naikin folowers dan lagi bikin streak,4
"filter konten tiktok yg kurang baik padahal medsos ini bisa di pakai semua kalangan dri anak kecil, anak muda, hingga orang tua tpi fyp nya tidak bisa di filter jika ada konten yg mengandung 18+ malah fyp ke anak-anak kan jadi kurang baik. tolong di perbaiki dari syarat dan ketentuan bisa di tambahkan min +21 (*D) biar anak-anak jga tidak sembarangan nonton vt vt kya gtu",3
"Terpaksa aku kurangi lagi bintang nya,,kualitas tiktok sedikit buruk sekarang,,aplikasi tidak bisa di buka tiba tiba.harus di download lagi.sampai 3×seminggu download ulang.ram dan kapasitas hp memadai.mohon di perbaiki lagi..",3
"makin di update malah makin error, developer tolong perbaiki lagi, masih banyak bug. apalagi khususnya buat konten kreator, video pas di upload malah buram padahal video asli sebelum upload resolusinya tinggi loh, fyp juga ribet🙏🏻",2
"aku kasih 2 bintang dulu kenapa ya,saat buka tiktok selalu berhenti di logo nya doang biasa nya gak kaya gini tapi setelah di update jadi kaya gini dan kalau mau benar lagi harus uninstal lalu donwlod lagi tapi,bukan lama tapi cuma beberapa saat, gitu aja harus di ulang¹ lagi,tolong perbaiki lagi ya 🙏🏻",2
Tolong perbaiki bug nya kalau aku buka YouTube atau whatsapp langsung ke tiktok pasti ga bisa masuk jadi harus hapus ulang terus Semoga bug nya diperbaiki Oh iya Kenapa gak bisa menyawer(memberi)mawar atau yang lain padahal punya koin (1216 koin),1
"Kirain cuman saya yang masalah dengan LAG pas mau buka apk, Pas baca komen banyak juga yang mengalami hal yang saya alami. Dah lama lo ini gk di perbaiki juga. Jadi kalo mau nonton terkadang harus di hapus dulu terus download lagi biar gk ada lag nya.",2
"Tiktok regulernya, lucu. Sehari download, aman2 aja bisa dibuka, setelah itu ngga respon. Mau tunggu atau tutup, ngga bisa. Bikin hp error, ngga bisa buka aplikasi lain. Harus dimatikan paksa hpnya. Tiktok dihapus, di download, dihapus. Siklusnya begitu, meresahkan.",4
"plc sebenernya apknya bgs malah pake banget karena sehari'an e ak pasti scroll tiktok,tapi ga tau kenapa akhir-akhir ini tiktok ga bisa di buka, sekalinya di buka mlah hpnya langusng mati padalah memonya ga penuh tapi sekalinya di hps tiktoknya trs aku download ulng bisa di buka tapi tidak bertahan dengan lama,terus akun tiktoknya hilang dan tidak bisa di loginkan lagi....,baru kali ini aku memberikan ulasan begini",3
"mohon maaf sya ingin bertanya ini tiktok makin update kok makin kesana kemari y? contohnya bug, ngelek ,pembukaan apk tiktoknya lama bgt lgi, mohon develeoper yg buat tiktoknya di perbaiki lebih bagus dan teliti lagi ya?¿?¿",1
"Selama saya menggunakan aplikasi ini bagus bagus aja, kok makin lama makin lelet ya, padahal jaringan bagus banyak juga memory knp lelet ya, dan juga kenapa akun saya di blokir 2 akun langsung yg kena pelanggaran cuma 1 akun kok akun nya saya lagi 1 kenaap di blokir padah akun itu ga ada pelanggaran tolong di perbaiki.",2
"Kenapa ya tiktok. Kadang bikin hp jadi jd hang. Terus nanti sudah di hapus baru normal lagi. Itupun waktu di hapus menunggu berapa lama matikan ulang. Jd skrng bgt hp saya terasa mau lemot, dan panas. Saya langsung hapus lagi tiktok. Dan download lagi. Dan begitu seterusnya sampe sekarang.",4
"baguss² aja sih sbnrnya, tpi nyesel bgtt update ni aplikasi mlh makin gabisa dibuka, pdhal sebelum di update biasa aja gaada kendala apa², ini abis di update bukannya makin bagus kok mlh mkin bikin ngelag sih? memori juga ga penuh tpi ttep aja gbsa dibuka, udh coba nyoba matikan daya hp terus dibuka lagi ttep gabisa, smpe kpan ini udah 5 hari gabisa dibuka, selalu muncul logo nya doang, kalo ga gitu langsung keluar gitu, nyesel bgtt update, andai ga ku update psti lancar² aja",4
Tolonggg tik tok nya di perbaiki Krn ini beberapa hari kemudian tik tok nya ngak bisa di bukak harus di instal kembali. Pas lagi menginstal lama banget Akhir-akhir Iki memang kek Geni tik tok nya. Saya ngebaca komentar kek gini semuaa. Sama sering ngak bisa bukak tik tok nyaaa,1
Tiktok akhir-akhir ini tiap mau buka pasti ada tulisan sedang mengoptimalkan harap kembali sesaat lagi....ditambah harus hapus aplikasi & pas masuk ngebug terus padahal ram besar & belum penuh,1
"Tiktok ini kenapa sih sebenernya aku kan mau masuk ke aplikasi tiktok pas Selasa sore terus muncul tulisan ""layanan tidak tersedia"" padahal paginya aku masih bisa tapi sore nya udah ga bisa terus aku tanya ke temen malah dia bilang tunggu 3 hari aku udah nunggu nyampe hari ini tetep aja ga bisa di buka aku nyampe log in ke tiktok lite bahkan ada yang udah nyampe 4 hari nunggunya tiktok tolong lah masa kita yang kena kayak gini harus lanjut ngonten di aplikasi tiktok lite",1
"tolong diperbaiki bug yang ada di dalam aplikasi ini, setiap kali mau login tiktok kadang stuck di logo, mau nunggu berapa lama pun tetep gak masuk, satu satu nya cara ya di uinstall/di hapus dulu, baru itu bisa lagi... tolong dong pertanggung jawabannya",1
Tiktok tuh skrng knpa ya udh updte versi terbaru pun tiap mau buka aplikasinya selalu mentok di logo ga prnah ke buka. Sudah 4hari mentok di logo dan baru di uninstall trus di install lg. Emg bener2 y tiktok udh berkali kali bgini,2
"kenapa tiktok suka gangguan? (error) tolong lah aplikasi ini bisa buat saya terhibur disaat gabut tpi krna gangguan jdi nya saya gabisa buka tiktok selalu aja nge stuck, tolong perbaikan nya🙏🏻 biar pengguna lainnya bisa nyaman",2
"tolongg minn kenapa sekarang jadi suka bug tik tok saya jadi ga bisa dibuka kalau mau dibuka harus di uninstall trs download lagii udah ke 30 kali nya ini gimana ya tolong kasih solusi atau perbaiki bug nya, capee bgtt harus hapus trs download ulang lagii kirain waktu itu memori hp penuh tapi sekarang sudah nggak penuh ya masih tetep aja, gimanaa yaa padahal seru banget aku suka main tik tok setiap hari cuma minus nya itu doang tiba-tiba ga bisa dibuka huu sedih😡",3
"Apasih gakjelas ini aplikasi, kan ada event namanya tik tok reward berhadiah dengan cara mengundang teman, mah itu udah di coba ke akun tik tok baru ada tulisan ""maaf tik tok tidak dapat mendukung perangkat ini"" udah di coba2 gaak pernah berhasil, ayolah kalau mau jujur gausah ada event2 gajelas gituan itu namanya SCAM bisa di report nanti",2
"Semakin di update tambah aneh , sekarang ribet kalo foto di tiktok nyimpen nya ribet,trs masih ada tanda air nya,enakkan dulu simpan tinggal pencet fitur simpan otomatis sendiri ga ada tanda air nya",2
Semenjak sering di update jadi nge lag parah padahal jaringan bagus pas masuk TT nya juga lama loading nya makin kesini malah makin kesana nih tiktok padahal awal2 dulu lancar2 aja tapi sekarang malah nge bug terus,2
"tik tok lagi knpa ya sekarang tiktok suka ngebug gak jls dan kalo kita buka tiktok itu jadi ngelag"" semua nya dan apk tiktok juga kurang bagus sekarang akhir"" ini suka bgt ngebug gk jls mohon di perbaiki lagi ya apk nya 🙏🏻",1
Sebenarnya udh bagus tpi aku akhir² ini mau masuk ke tik tok tiba² keluar sendiri tpi di apk lain ngga trs kadang kalo bisa masuk ga bisa buat posting ulang tolong di perbaiki untuk kenyamanan pengguna nya ya,3
"banyak bug! bikin kecewa,kasang stuck di logo lama banget terus hp tiba tiba lag parah,kalo mau pake lagi harus uninstall dulu,pastiin untuk perbaiki bug dulu sebelum update selanjutnya",2
"Tiba -tiba akun saya di blokir dengan alasan di bawah umur,, padahal saya tidak pernah mengupload konten yang melanggar ,, apakah tiktok tidak bisa melihat data pengguna, sekarang kan tidak bisa pake data orang lain,, ini sudah yang ke 2 kalinya, mengajukan banding juga tidak di terima terus,, padahal saya menggunakannya lebih banyak untuk belanja buat bisnis kecil-kecilan saya.. Kecewa banget,, mohon lihat dulu validasi datanya sebelum di blokir",2
"Ga tau udh berapa kali uninstal tiktok ini, soalnya setiap mau di buka selalu ga bisa loading nya lama jadi harus di uninstal, sekarang juga lagi download ulang supaya bisa masuk, tolong tiktok perbaiki bug yang seperti ini",5
"Aplikasi nya lumayan bgus,tapi semenjak di update mlh ngelag parahh,ngelagnya video yg udah di skip msh ada aja suara videonya,Atau soundnya kebawa,g cuma itu, keyboard jg ngelag,dikit² angka,Itu terjadi di TT doang,di apl lain kgk ada kyk gini,dan jg saran saya blokir Buzzer² dan org yg bikin onar di apl,kyk komen rasis,Caci maki, eksploitasi,Dan itu pengguna ny hrs diblok,Tapi Tiktok ini jg kadang Lucu,Komen positif kn plnggrn tp video sensitif/komen mlnggr malah tidak di blok🤣perbaiki LG.",3
"sebenarnya aplikasi nya sangat bagus dan seru,namun ini karna hp saya saja atau memang lagi bug?? saya lagi asik nonton lalu tiba tiba keluar sendiri dari apk, padahal saya tidak ada pencet keluar, terus setelah saya pencet lagi malah keluar dengan sendirinya lagi ,ini hp saya saja kah🙏🙏",3
"kenapa waktu aku tap layar 2 kali di video fyp tidak bisa? malah disuruh istirahat? katanya aku mengetuk terlalu cepat, beristirahatlah. Like what?!? emang kenapa sih kalo aku pengen like videonya?. Ga guna fiturnya!ganggu! sok asik.",1
Apknya bagus tapi suka ngelag saat di buka jadi harus di apus dulu terus di download lagi baru kena di buka knp ya? tolong di perbaiki sih menurut saya ini ribet terus juga menghabiskan banyak Kouta jika harus di hapus terus di download ulang,4
"untuk ini saya memberi bintang 3 dahulu karna tiktok walau udah di update tetep saja ngelek saya sempat mengira hp saya yg rusak ternyata tidak,saya sering un instal tiktok gara gara klo masuk tiktok yg keluar hanya logo nya bukan videonya sudah lama saya menunggu tetap saja tidak mau masuk ke beranda tiktok,tolong di perbaikin lagi ya",3
"Setelah update kok banyak bug ya?setiap masuk keluar sendiri gimana ini min mana streak belum di nyalain, kecewa berat saya, tolong di perbaiki lagi!",1
"Parahhh banyak peraturan baru menyusahkan, banyak pelanggaran, masak penonton komen kena pelanggaran, siapa yang bisa kontrol komen penonton, mungkin maksudnya bagus biar stay dan order di tiktok, tp pelanggaran bukan solusi, perbaiki sistemnya banyakin diskon dan gratis ongkir",1
"sekian lama sy bermain tiktok ga ada masalah penyimpanan,mengapa akhir"" ini penyimpanan tiktok sya besar?,padahal sy tidak terlalu banyak memposting ulang dan mengunduh filter dan lain sebagainya?,sdah sy bersihkan jga penyimpanannya hapus cache dan juga vidio yang sy lihat selalu sya hapus tapi setelah dihapus tidak berubah? tetap segitu penyimpanannya,padahal hp sya tidak ada masalah lain,ngelag jga kaga,kepenuhan penyimpanan jga kaga kenapa begitu tiktok?",1
"tiktok skrg knp ya pas kita buka yg kelihatan cmn logo nya doang mati daya juga udah tapi tetap aja kayak gitu, hapus aplikasi siap tu download lagi baru bisa di buka lagi ini tiktok nya kenapaaaa perbaikiii gakkk",3
"maaff, setelah update, tiktok jadi ngelag bangt and pas masuk ke apk nya ga bida ngestuck dan aku tungguin loading nya lama terus pas udah 1 jam nunggu ga bisa aku apus apk tiktok nya terus aku download lagi waktu di download lagi bisa tapi nglag pas scroll tolong di perbarui lagi ya untuk setiap update nya, ini kejadian nya sering kejadian setiap update",2
"actually masih fun, masih seru. nah ud mulai g serunya di iklan. BANYAK BANGET IKLAN IKLAN. Memang benar iklan tersebut membuat sebagian orang mendapatkan penghasilan, tapi, makin lama makin muak.. biasanya nonton tiktok buat menghibur, sekrang isinya cuma iklan, live jualan, apalah.. kesel anjir. Jadi nya kayak aplikasi orang jualan bukan aplikasi buat hiburan",2
"sudh bagus,namun sy tida dpt mendapatkan bnyk fitur yg seharusnya ad,seperti mengirim ft saat sdng berkomunikasi dgn ornglain, kekurangan selanjutnya ny adlh ,bug,akhir² ini tiktok memiliki bnyk bug,yg bkin tidak nyaman.",4
"Tolong, Tiktok buat fasilitas baru untuk Live sendiri, video konten sendiri. Repot sekali jika dijadikan satu. Kadang saya scroll-scroll konten biasa tiba-tiba masuk jadi penonton live orang. Sudah smooth sekali saya scroll tiba-tiba masuk live orang yang saya sedang tidak minat menonton live apapun. Terimakasih",2
"saya butuh kontak email customer service tiktok untuk mengajukan keluhan sambil memberi bukti video terkait keluhan. setelah menonaktifkan akun tiktok beberapa hari, ketika saya aktifkan ulang akun tersebut menjadi error dan tidak bisa di aktifkan kembali",1
"udah hampir setahun saya hapus download apk ini karna gabisa di bukaa,baru download 2 hari kdang juga udah gitu lagi. Bikin kesel seminggu juga pernah download smpe 3-4 kali,Mohon segera di perbaiki. Padahal penyimpanan hp saya juga ga penuh",3
"Kenapa logo tiktok shop di tiktok tiba-tiba hilang? Sudah di UPDATE dan di INSTAL ulang masih aja gak ada logo tiktok shop nya. Ini gimana sih tiktok, aneh. Kalau sudah balik tiktok shop nya baru saya kasih ⭐5. Udah 1 bln,logo tiktok shop di tiktok masih hilang, ini gmn sih tiktok!!!",1
tiktok nya makin gak jelas masa setiap saya mau buka tiktok cuma ada logonya aja terus harus di hapus dulu terus download lagi baru bisa buka lagi mana kalau lagi di download lama banget lagi padahal kan sinyalnya ada....,1
"saya sebagai pemain tiktok sangat kecewa dengan aplikasi tiktok saat saya ingin membuka tiktok aplikasinya stuck di logo dan tidak ada tindakan apapun lagi selain stuck di logo saya pun merasa bosan dengan kegiatan saya yang hampir 2 bulan ini saya menghapus dan mendwonload tiktok untuk menghidupkan api dengan teman dekat saya, ini membuat saya kecewa dengan aplikasi tiktok mohon berikan penjelasan atau tindakan di media sosial terkait masalah ini trimakasi 🙏",1
"ini kenapa yaa ko gaada fitur foto sama fitur nyari filter, filternya juga dikit banget, filter bawaan semua, padahal udah diupdate tapi tetep aja gaada fitur'nya",2
"Kenapa ya sekarang tiktok kok jadi gini,ngeleg parah banget, suka keluar sendiri dari aplikasi padahal lagi seru nnton,sekarang susah bnget di bukak sampai aq hapus dan install lagi berulang kali,sumpah jelek banget aplikasi tiktok sekarang,kesel jadi nya",2
bagusan tiktok lite kaga ada bugnya tiktok ini sering banyak bugnya seperti stuck di gambar udah saya tunggu lama lama masih saja stuck di logonya. pas saya hapus aplikasinya terus download lagi tidak stuck di logonya masa saya harus hapus mulu kalo stuck di logonya,1
"tolongg banget ya tiktok, di HP saya setiap saya buka apk tiktok nya lama banget, trus baru pertama kali buka apk tiktok malah keluar org lagi live ga sengaja masukk, itu meresahkan sekali bagi saya, jadi mohon bantuannya tiktok.",3
"kenapa ya bug ny makin parah? ini udah setiap hari tiktok ny gabisa di buka setiap sore, jdi hrs apus trs di instal bru bisa lgi ini developer ny gimana si gbs perbaiki bug ini? tolong ya di perbaiki",2
"tiktok knpasiiii , stiap jam 9 pagi pasti suka gabisa di buka jadi ngelag ke hp, pdhal ram cukup gapunya riwayat ruang penyimpanan penuh , ksel bgt asli stiap hari jam9 pagi nya hrs apus tiktok , tlong perbaiki dong cpe bgt apus download trs.",1
"Ini tlong ya, cepat"" perbaiki tiktoknya karna bug banget, di buat nonton bentar lalu keluar pas masuk lagi malah gabisa harus hapus-instal lagi, saya beberapa kali kehilangan akun saya, pengguna tiktok lainnya tlong kurangi rating nya supaya cepat di perbaiki, di tunggu ya ini akunnya milik saya gabisa balik lagi iniz TOLONG BANGETT",1
"Mohon bantuannya knp tik tok saya saat melakukan live streaming gambar saya tidak tampil dan knp sekarang sering keluar sendiri dan gambar kontennya orang tidak keluar cuman bersuara selalu minta update, setelah di update lama sekali gimana ini mohon infonya terimakasih 🙏",1
"semakin di perbarui, jadi gajelas dah foto"" di tiktok yg disimpan ke draf malah pd item semua gabisa di upload trs bbrapa vid yg udh di edit juga trs di masukin ke draf malah ilang item gada gambar dan editan nya kadang suka ilang juga",3
Intinya bagus cuman ada bug yang dimana bug itu terkadang membuat sang pemilik HP HP nya jadi seperti gelap atau ada juga yang bug nya ini di saat masuk kedalam tiktok yang dimana hanya ada muncul logo gambar tiktok nya saja yang dimana ini adalah bug ya tolong pihak tiktok nya mohon di perbaiki lagi jadi saya kasi bintang 4,4
"disini saya sangat kecewa dengan pihak tiktok,, kenapa.? karna pihak tiktok mengizinkan penipuan untuk menjalankan aksinya,, dengan cara menjual motor dengan harga yang sangat murah sehingga korban² tergiur dengan harga murah tersebut,, saya selalu korban,, melaporkan akun tersebut,, tetapi malah saya yang membuat pelanggaran,, dan saya yang melaporkan akun tersebut mengatakan tidak ada pelanggaran,, jelas² sudah melakukan penipuan,, tetapi tidak dapat menindak lanjuti",1
"tolong lah tiktok, entah kenapa hp gw setelah update malah lag dan pas buka tiktok malah stuck, padahal storage hp gw luas, tapi tetep aja lah dan force close terus.. tolong lah tiktok, gw bukannya nyaman malah sengsara buka tiktok",1
"Ini sdh yg ke sekian kalinya uninstall aplikasi ini, karena waktu pas di buka aplikasi tiktok yang tampil hanya logo nya saja membuat hp saya sampai ngeleg padahal aplikasi ini sangat bagus sekali utk ngonten, tolong min ditingkatkan lagi kualitasnya jangan sampai seperti ini terus",4
"hi tiktok, jadi aku memainkan tiktok itu Uda lama dari tahun 2018, tetapi kenapa sekarang tiktokku jadi aneh ya? semenjak aku ganti akun, akun ku yang sekarang dan akunku yang lain jadi aneh dari efek yang tidak ada, bahkan untuk mencari filter pun tidak bisa sekarang di tiktok ku tolong dong tiktok ini apakah bug/ kenapa? jadi tolong ya tiktok jika ini memang salahku apakah boleh memberitahu tips nya agar aku bisa memperbaikinya",1
"Oii tiktok cepet dong diperbaiki pengaduan gw, masa gabisa dibuka dan ada tulisan layanan tidak tersedia di wilayah anda. emang di Indonesia ga ada tiktok apa. Aneh Tolong dong yang cepet respon permasalahannya. Kyk ga ada tindak lanjutnya sama sekali",1
"aplikasi ini makin kesini kok makin buruk sihh,sering lag kadang keluar sendiri dari apk kadang ada musik ga ada gambarnya,tolonglah di perbaiki",1
"seru... bisa bikin streak truss ada pet, sehari-hari pasti bukaknya tiktok. minusnya kalo save foto tanpa watermark pasti di post dulu, sma ada explore gk suka aja gitu.... apa lagi sering lag itu aja sihh minus nya.",4
"ini tiktok kenapa sih yaa,ngelag banget kadang suka lama,terus kalau mau scroll itu tetep ga bisa mau pencet fitur apapun juga ga bisa ini lag nya udah parah banget padahal di apl yang lain seperti WhatsApp atau apapun itu ga nge lag kaya gini,ini tolong dong di perbaiki lagi,kalo kaya gini terus jadi males buka tiktok tau",3
"woi tiktok saya udh dari lama di aplikasi ini, tapi gk pernah ada keluhan kaya gini sebelumnya, tapi kenapa ini akhir akhir ini tiktok banyak mempersulit hp saya, kadang suka keliar sendiri, kadang stuck doang dilogo sampe buat hp saya lag dan panas, satu satu nya cara biar bisa normal lagi yaitu di download ulang gimana si saya cape ini",1
"Tiktok tolong lah akhir akhir ini setiap saya mau buka ni aplikasi hanya sampai logo doang, setelah itu hp jadi panas kalau disentuh ga bisa, mau matikan daya juga susah sampai saya harus hapus aplikasi yang paling berat, tolong lah kerja samanya, perbaiki lah bukk tersebutt",2
"gajelas, tiap ngedit video teksnya suka berubah posisinya, padahal kita simpan udah pas di bagian atas, eh malah berubah tempatnya ke tengah lagi, gajelas lu tiktok.",1
"tiktok update nya sudah baguss, tapi tiktok mohon pls, saya hampir stress gara gara postingan ulang saya sendiri.. saya ingin menghapus postingan ulang saya tapi itu terlalu banyakk, masa iya hapus postingan ulang pake apk lain? malu sie, ada kemajuan dikit dong, buatin fitur 'penghapusan postingan ulang otomatis' aku sudah capek menghapus postingan ulang satu satu😭😭🙏",4
"Kenapa udah dua hari ini,di setiap aku mau buka Aplikasi tiktok,ko ga bisa terus,paket banyak,data data udah saya kurangin/di hapus,tpi ko masih ga bisa di buka tiktok nya,malah di setiap aku mau buka tiktok,langsung kembali lgi ke menu utama nya, dengan sendiri nya,Aplikasi tiktok nya coba saya hapus,terus di instal lgi,tpi saya blm tau,setelah di instal bisa apa ngga di buka tiktok nya.",3
"1. Aplikasi sering macet padahal memori lega, udah dihapus cache tetep aja masih macet padahal udah versi terbaru. 2. Tolong kasih fitur buat ubah susunan tampilan vidio dihome profil yg tadinya 3×6 biar bisa diubah jdi 4×6 atau 5×6. 3. Kasih fitur otomatis hapus vidio favorit yg sudah dihapus kreator, biar ga begitu banyak sampah.",1
